Name,CodeName,Type,TypeName,Etat,SubEtat,DES,ETA,Worlds,Engines,OffsetBX,OffsetBY,OffsetHY,FollowSprite,HitPoints,HitSprite,FollowEnabled,ConnectedEvents,LabelOffsets,Commands
Letter S (Gold),,259,TYPE_EDU_LETTRE,0,18,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Letter S (Gray),,259,TYPE_EDU_LETTRE,0,18,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Letter S (Green),,259,TYPE_EDU_LETTRE,0,18,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Letter T (Blue),MS_edul_T,259,TYPE_EDU_LETTRE,0,19,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Letter T (Red),,259,TYPE_EDU_LETTRE,0,19,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Letter T (Brown),,259,TYPE_EDU_LETTRE,0,19,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Letter T (Gold),,259,TYPE_EDU_LETTRE,0,19,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Letter T (Gray),,259,TYPE_EDU_LETTRE,0,19,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Letter T (Green),,259,TYPE_EDU_LETTRE,0,19,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Letter U (Blue),MS_edul_U,259,TYPE_EDU_LETTRE,0,20,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Letter U (Red),,259,TYPE_EDU_LETTRE,0,20,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Letter U (Brown),,259,TYPE_EDU_LETTRE,0,20,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Letter U (Gold),,259,TYPE_EDU_LETTRE,0,20,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Letter U (Gray),,259,TYPE_EDU_LETTRE,0,20,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Letter U (Green),,259,TYPE_EDU_LETTRE,0,20,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Letter V (Blue),MS_edul_V,259,TYPE_EDU_LETTRE,0,21,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Letter V (Red),,259,TYPE_EDU_LETTRE,0,21,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Letter V (Brown),,259,TYPE_EDU_LETTRE,0,21,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Letter V (Gold),,259,TYPE_EDU_LETTRE,0,21,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Letter V (Gray),,259,TYPE_EDU_LETTRE,0,21,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Letter V (Green),,259,TYPE_EDU_LETTRE,0,21,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Letter W (Blue),MS_edul_W,259,TYPE_EDU_LETTRE,0,22,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Letter W (Red),,259,TYPE_EDU_LETTRE,0,22,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Letter W (Brown),,259,TYPE_EDU_LETTRE,0,22,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Letter W (Gold),,259,TYPE_EDU_LETTRE,0,22,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Letter W (Gray),,259,TYPE_EDU_LETTRE,0,22,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Letter W (Green),,259,TYPE_EDU_LETTRE,0,22,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Letter X (Blue),MS_edul_X,259,TYPE_EDU_LETTRE,0,23,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Letter X (Red),,259,TYPE_EDU_LETTRE,0,23,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Letter X (Brown),,259,TYPE_EDU_LETTRE,0,23,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Letter X (Gold),,259,TYPE_EDU_LETTRE,0,23,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Letter X (Gray),,259,TYPE_EDU_LETTRE,0,23,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Letter X (Green),,259,TYPE_EDU_LETTRE,0,23,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Letter Y (Blue),MS_edul_Y,259,TYPE_EDU_LETTRE,0,24,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Letter Y (Red),,259,TYPE_EDU_LETTRE,0,24,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Letter Y (Brown),,259,TYPE_EDU_LETTRE,0,24,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Letter Y (Gold),,259,TYPE_EDU_LETTRE,0,24,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Letter Y (Gray),,259,TYPE_EDU_LETTRE,0,24,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Letter Y (Green),,259,TYPE_EDU_LETTRE,0,24,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Letter Z (Blue),MS_edul_Z,259,TYPE_EDU_LETTRE,0,25,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Letter Z (Red),,259,TYPE_EDU_LETTRE,0,25,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Letter Z (Brown),,259,TYPE_EDU_LETTRE,0,25,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Letter Z (Gold),,259,TYPE_EDU_LETTRE,0,25,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Letter Z (Gray),,259,TYPE_EDU_LETTRE,0,25,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Letter Z (Green),,259,TYPE_EDU_LETTRE,0,25,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Punctuation: Point (Blue),MS_edul_point,259,TYPE_EDU_LETTRE,0,26,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Punctuation: Point (Red),,259,TYPE_EDU_LETTRE,0,26,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Punctuation: Point (Brown),,259,TYPE_EDU_LETTRE,0,26,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Punctuation: Point (Gold),,259,TYPE_EDU_LETTRE,0,26,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Punctuation: Point (Gray),,259,TYPE_EDU_LETTRE,0,26,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Punctuation: Point (Green),,259,TYPE_EDU_LETTRE,0,26,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Punctuation: Comma/Apostrophe (Blue),MS_edul_virgule,259,TYPE_EDU_LETTRE,0,27,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Punctuation: Comma/Apostrophe (Red),,259,TYPE_EDU_LETTRE,0,27,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Punctuation: Comma/Apostrophe (Brown),,259,TYPE_EDU_LETTRE,0,27,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Punctuation: Comma/Apostrophe (Gold),,259,TYPE_EDU_LETTRE,0,27,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Punctuation: Comma/Apostrophe (Gray),,259,TYPE_EDU_LETTRE,0,27,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Punctuation: Comma/Apostrophe (Green),,259,TYPE_EDU_LETTRE,0,27,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Plus (Blue),MS_edul_plus,259,TYPE_EDU_LETTRE,0,28,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Plus (Red),,259,TYPE_EDU_LETTRE,0,28,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Plus (Brown),,259,TYPE_EDU_LETTRE,0,28,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Plus (Gold),,259,TYPE_EDU_LETTRE,0,28,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Plus (Gray),,259,TYPE_EDU_LETTRE,0,28,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Plus (Green),,259,TYPE_EDU_LETTRE,0,28,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Multiply (Blue),MS_edul_mul,259,TYPE_EDU_LETTRE,0,29,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Multiply (Red),,259,TYPE_EDU_LETTRE,0,29,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Multiply (Brown),,259,TYPE_EDU_LETTRE,0,29,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Multiply (Gold),,259,TYPE_EDU_LETTRE,0,29,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Multiply (Gray),,259,TYPE_EDU_LETTRE,0,29,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Multiply (Green),,259,TYPE_EDU_LETTRE,0,29,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Minus (Blue),MS_edul_minus,259,TYPE_EDU_LETTRE,0,30,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Minus (Red),,259,TYPE_EDU_LETTRE,0,30,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Minus (Brown),,259,TYPE_EDU_LETTRE,0,30,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Minus (Gold),,259,TYPE_EDU_LETTRE,0,30,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Minus (Gray),,259,TYPE_EDU_LETTRE,0,30,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Minus (Green),,259,TYPE_EDU_LETTRE,0,30,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Divide (Blue),MS_edul_div,259,TYPE_EDU_LETTRE,0,31,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Divide (Red),,259,TYPE_EDU_LETTRE,0,31,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Divide (Brown),,259,TYPE_EDU_LETTRE,0,31,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Divide (Gold),,259,TYPE_EDU_LETTRE,0,31,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Divide (Gray),,259,TYPE_EDU_LETTRE,0,31,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Divide (Green),,259,TYPE_EDU_LETTRE,0,31,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Equals (Blue),MS_edul_equ,259,TYPE_EDU_LETTRE,0,32,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Equals (Red),,259,TYPE_EDU_LETTRE,0,32,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Equals (Brown),,259,TYPE_EDU_LETTRE,0,32,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Equals (Gold),,259,TYPE_EDU_LETTRE,0,32,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Equals (Gray),,259,TYPE_EDU_LETTRE,0,32,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Equals (Green),,259,TYPE_EDU_LETTRE,0,32,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Greater Than (Blue),MS_edul_gt,259,TYPE_EDU_LETTRE,0,33,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Greater Than (Red),,259,TYPE_EDU_LETTRE,0,33,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Greater Than (Brown),,259,TYPE_EDU_LETTRE,0,33,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Greater Than (Gold),,259,TYPE_EDU_LETTRE,0,33,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Greater Than (Gray),,259,TYPE_EDU_LETTRE,0,33,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Greater Than (Green),,259,TYPE_EDU_LETTRE,0,33,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Less Than (Blue),MS_edul_lt,259,TYPE_EDU_LETTRE,0,34,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Less Than (Red),,259,TYPE_EDU_LETTRE,0,34,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Less Than (Brown),,259,TYPE_EDU_LETTRE,0,34,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Less Than (Gold),,259,TYPE_EDU_LETTRE,0,34,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Less Than (Gray),,259,TYPE_EDU_LETTRE,0,34,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Less Than (Green),,259,TYPE_EDU_LETTRE,0,34,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Punctuation: Exclamation Mark (Blue),MS_edul_excl,259,TYPE_EDU_LETTRE,0,35,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Punctuation: Exclamation Mark (Red),,259,TYPE_EDU_LETTRE,0,35,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Punctuation: Exclamation Mark (Brown),,259,TYPE_EDU_LETTRE,0,35,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Punctuation: Exclamation Mark (Gold),,259,TYPE_EDU_LETTRE,0,35,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Punctuation: Exclamation Mark (Gray),,259,TYPE_EDU_LETTRE,0,35,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Punctuation: Exclamation Mark (Green),,259,TYPE_EDU_LETTRE,0,35,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Punctuation: Question Mark (Blue),MS_edul_question,259,TYPE_EDU_LETTRE,0,36,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Punctuation: Question Mark (Red),,259,TYPE_EDU_LETTRE,0,36,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Punctuation: Question Mark (Brown),,259,TYPE_EDU_LETTRE,0,36,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Punctuation: Question Mark (Gold),,259,TYPE_EDU_LETTRE,0,36,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Punctuation: Question Mark (Gray),,259,TYPE_EDU_LETTRE,0,36,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Punctuation: Question Mark (Green),,259,TYPE_EDU_LETTRE,0,36,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Punctuation: Quotation Mark (Blue),MS_edul_quot,259,TYPE_EDU_LETTRE,0,37,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Punctuation: Quotation Mark (Red),,259,TYPE_EDU_LETTRE,0,37,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Punctuation: Quotation Mark (Brown),,259,TYPE_EDU_LETTRE,0,37,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Punctuation: Quotation Mark (Gold),,259,TYPE_EDU_LETTRE,0,37,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Punctuation: Quotation Mark (Gray),,259,TYPE_EDU_LETTRE,0,37,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Punctuation: Quotation Mark (Green),,259,TYPE_EDU_LETTRE,0,37,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Punctuation: Open Bracket (Blue),MS_edul_lb,259,TYPE_EDU_LETTRE,0,38,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Punctuation: Open Bracket (Red),,259,TYPE_EDU_LETTRE,0,38,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Punctuation: Open Bracket (Brown),,259,TYPE_EDU_LETTRE,0,38,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Punctuation: Open Bracket (Gold),,259,TYPE_EDU_LETTRE,0,38,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Punctuation: Open Bracket (Gray),,259,TYPE_EDU_LETTRE,0,38,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Punctuation: Open Bracket (Green),,259,TYPE_EDU_LETTRE,0,38,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Punctuation: Close Bracket (Blue),MS_edul_rb,259,TYPE_EDU_LETTRE,0,39,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Punctuation: Close Bracket (Red),,259,TYPE_EDU_LETTRE,0,39,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Punctuation: Close Bracket (Brown),,259,TYPE_EDU_LETTRE,0,39,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Punctuation: Close Bracket (Gold),,259,TYPE_EDU_LETTRE,0,39,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Punctuation: Close Bracket (Gray),,259,TYPE_EDU_LETTRE,0,39,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Punctuation: Close Bracket (Green),,259,TYPE_EDU_LETTRE,0,39,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Punctuation: Ampersand (Blue),MS_edul_amp,259,TYPE_EDU_LETTRE,0,40,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Punctuation: Ampersand (Red),,259,TYPE_EDU_LETTRE,0,40,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Punctuation: Ampersand (Brown),,259,TYPE_EDU_LETTRE,0,40,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Punctuation: Ampersand (Gold),,259,TYPE_EDU_LETTRE,0,40,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Punctuation: Ampersand (Gray),,259,TYPE_EDU_LETTRE,0,40,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Punctuation: Ampersand (Green),,259,TYPE_EDU_LETTRE,0,40,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Percent (Blue),MS_edul_percent,259,TYPE_EDU_LETTRE,0,41,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Percent (Red),,259,TYPE_EDU_LETTRE,0,41,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Percent (Brown),,259,TYPE_EDU_LETTRE,0,41,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Percent (Gold),,259,TYPE_EDU_LETTRE,0,41,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Percent (Gray),,259,TYPE_EDU_LETTRE,0,41,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Percent (Green),,259,TYPE_EDU_LETTRE,0,41,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Acute Accent (Blue),MS_edul_aigu,259,TYPE_EDU_LETTRE,0,42,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Acute Accent (Red),,259,TYPE_EDU_LETTRE,0,42,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Acute Accent (Brown),,259,TYPE_EDU_LETTRE,0,42,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Acute Accent (Gold),,259,TYPE_EDU_LETTRE,0,42,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Acute Accent (Gray),,259,TYPE_EDU_LETTRE,0,42,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Acute Accent (Green),,259,TYPE_EDU_LETTRE,0,42,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Grave Accent (Blue),MS_edul_grave,259,TYPE_EDU_LETTRE,0,43,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Grave Accent (Red),,259,TYPE_EDU_LETTRE,0,43,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Grave Accent (Brown),,259,TYPE_EDU_LETTRE,0,43,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Grave Accent (Gold),,259,TYPE_EDU_LETTRE,0,43,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Grave Accent (Gray),,259,TYPE_EDU_LETTRE,0,43,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Grave Accent (Green),,259,TYPE_EDU_LETTRE,0,43,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Circumflex (Blue),MS_edul_circonflexe,259,TYPE_EDU_LETTRE,0,44,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Circumflex (Red),,259,TYPE_EDU_LETTRE,0,44,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
